row_number,calc_id,note_id,question,baseline_answer,ground_truth_answer,lower_limit,upper_limit,oracle_answer,oracle_status,oracle_parse_status,attempts,latency_s,started_utc,finished_utc,task_id,oracle_model,prompt_id,output_path,parsed_json_path,cli_log_path
605,46,pmc-3313753-1,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",0.040,10.402,9.8819,10.9221,10.402,Correct,ok,1,125.366,2026-02-05T21:28:47.576201+00:00,2026-02-05T21:30:52.942314+00:00,row605_calc46_notepmc-3313753-1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row605_calc46_notepmc-3313753-1.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row605_calc46_notepmc-3313753-1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row605_calc46_notepmc-3313753-1.attempt1.log
606,46,pmc-7717085-1,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",8.6,24.904,23.6588,26.1492,24.904,Correct,ok,1,144.615,2026-02-05T23:51:49.433688+00:00,2026-02-05T23:54:14.048514+00:00,row606_calc46_notepmc-7717085-1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row606_calc46_notepmc-7717085-1.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row606_calc46_notepmc-7717085-1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row606_calc46_notepmc-7717085-1.attempt1.log
607,46,usmle-1128,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",0.135,6.017,5.71615,6.31785,6.017,Correct,ok,2,321.123,2026-02-05T21:36:10.466484+00:00,2026-02-05T21:41:31.589420+00:00,row607_calc46_noteusmle-1128,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row607_calc46_noteusmle-1128.attempt2.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row607_calc46_noteusmle-1128.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row607_calc46_noteusmle-1128.attempt2.log
608,46,pmc-6118291-1,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",99.777,61.022,57.9709,64.0731,61.022,Correct,ok,1,120.099,2026-02-05T21:41:31.590456+00:00,2026-02-05T21:43:31.689492+00:00,row608_calc46_notepmc-6118291-1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row608_calc46_notepmc-6118291-1.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row608_calc46_notepmc-6118291-1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row608_calc46_notepmc-6118291-1.attempt1.log
609,46,pmc-6530099-1,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",4.2,5.197,4.93715,5.45685,5.197,Correct,ok,2,370.746,2026-02-05T21:43:31.690656+00:00,2026-02-05T21:49:42.437079+00:00,row609_calc46_notepmc-6530099-1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row609_calc46_notepmc-6530099-1.attempt2.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row609_calc46_notepmc-6530099-1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row609_calc46_notepmc-6530099-1.attempt2.log
610,46,pmc-4429202-1,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",22.6,3.647,3.46465,3.82935,9.351,Incorrect,ok,1,171.351,2026-02-05T21:49:42.441431+00:00,2026-02-05T21:52:33.792419+00:00,row610_calc46_notepmc-4429202-1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row610_calc46_notepmc-4429202-1.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row610_calc46_notepmc-4429202-1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row610_calc46_notepmc-4429202-1.attempt1.log
611,46,pmc-4114920-1,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",0.23,0.276,0.2622,0.2898,0.276,Correct,ok,1,137.078,2026-02-05T21:52:33.794744+00:00,2026-02-05T21:54:50.872530+00:00,row611_calc46_notepmc-4114920-1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row611_calc46_notepmc-4114920-1.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row611_calc46_notepmc-4114920-1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row611_calc46_notepmc-4114920-1.attempt1.log
612,46,usmle-1989,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",27.690,25.274,24.0103,26.5377,25.274,Correct,ok,1,120.526,2026-02-05T21:54:50.874663+00:00,2026-02-05T21:56:51.400931+00:00,row612_calc46_noteusmle-1989,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row612_calc46_noteusmle-1989.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row612_calc46_noteusmle-1989.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row612_calc46_noteusmle-1989.attempt1.log
613,46,pmc-7887157-1,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",11.7,6.625,6.29375,6.95625,11.652,Incorrect,ok,1,129.519,2026-02-05T21:56:51.406057+00:00,2026-02-05T21:59:00.925459+00:00,row613_calc46_notepmc-7887157-1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row613_calc46_notepmc-7887157-1.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row613_calc46_notepmc-7887157-1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row613_calc46_notepmc-7887157-1.attempt1.log
614,46,pmc-4709961-1,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",0.1%,0.904,0.8588,0.9492,0.904,Correct,ok,1,149.098,2026-02-05T21:59:00.927006+00:00,2026-02-05T22:01:30.025489+00:00,row614_calc46_notepmc-4709961-1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row614_calc46_notepmc-4709961-1.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row614_calc46_notepmc-4709961-1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row614_calc46_notepmc-4709961-1.attempt1.log
615,46,pmc-2813536-1,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",0.0%,10.975,10.42625,11.52375,10.975,Correct,ok,1,155.532,2026-02-05T22:01:30.028315+00:00,2026-02-05T22:04:05.560745+00:00,row615_calc46_notepmc-2813536-1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row615_calc46_notepmc-2813536-1.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row615_calc46_notepmc-2813536-1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row615_calc46_notepmc-2813536-1.attempt1.log
616,46,pmc-2902014-3,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",0%,16.526,15.6997,17.3523,16.526,Correct,ok,1,127.809,2026-02-05T22:04:05.563787+00:00,2026-02-05T22:06:13.372579+00:00,row616_calc46_notepmc-2902014-3,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row616_calc46_notepmc-2902014-3.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row616_calc46_notepmc-2902014-3.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row616_calc46_notepmc-2902014-3.attempt1.log
617,46,1,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",12.0,17.914,17.0183,18.8097,17.914,Correct,ok,2,319.916,2026-02-05T22:06:13.375743+00:00,2026-02-05T22:11:33.291729+00:00,row617_calc46_note1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row617_calc46_note1.attempt2.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row617_calc46_note1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row617_calc46_note1.attempt2.log
618,46,2,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",0%,4.047,3.84465,4.24935,4.047,Correct,ok,1,125.036,2026-02-05T22:11:33.293062+00:00,2026-02-05T22:13:38.328971+00:00,row618_calc46_note2,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row618_calc46_note2.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row618_calc46_note2.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row618_calc46_note2.attempt1.log
619,46,3,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",1.0,1.814,1.7233,1.9047,1.814,Correct,ok,1,131.756,2026-02-05T22:13:38.330784+00:00,2026-02-05T22:15:50.086701+00:00,row619_calc46_note3,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row619_calc46_note3.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row619_calc46_note3.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row619_calc46_note3.attempt1.log
620,46,4,"Based on the Framingham Risk Score for Hard Coronary Heart Disease, what is the likelihood of 10-year risk of MI or death for this patient? Please return your answer as a percentage value. You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.",7.860,16.778,15.9391,17.6169,16.778%,Incorrect,ok,1,96.203,2026-02-05T22:15:50.088070+00:00,2026-02-05T22:17:26.291152+00:00,row620_calc46_note4,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row620_calc46_note4.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row620_calc46_note4.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row620_calc46_note4.attempt1.log
629,48,pmc-4280479-1,What are the number of criteria met for the PERC Rule for Pulmonary Embolism (PE)? You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.,2,1,1,1,1,Correct,ok,1,41.82,2026-02-05T22:17:26.297380+00:00,2026-02-05T22:18:08.117534+00:00,row629_calc48_notepmc-4280479-1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row629_calc48_notepmc-4280479-1.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row629_calc48_notepmc-4280479-1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row629_calc48_notepmc-4280479-1.attempt1.log
635,48,pmc-8520941-1,What are the number of criteria met for the PERC Rule for Pulmonary Embolism (PE)? You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.,1,2,2,2,2,Correct,ok,1,44.249,2026-02-05T22:18:08.119268+00:00,2026-02-05T22:18:52.368620+00:00,row635_calc48_notepmc-8520941-1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row635_calc48_notepmc-8520941-1.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row635_calc48_notepmc-8520941-1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row635_calc48_notepmc-8520941-1.attempt1.log
643,51,pmc-2474644-1,What are the number of SIRS critiera met by the patient? You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.,4,3,3,3,3,Correct,ok,1,37.059,2026-02-05T22:18:52.380800+00:00,2026-02-05T22:19:29.439424+00:00,row643_calc51_notepmc-2474644-1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row643_calc51_notepmc-2474644-1.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row643_calc51_notepmc-2474644-1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row643_calc51_notepmc-2474644-1.attempt1.log
833,65,pmc-5885426-1,What is the patient's albumin corrected anion gap in mEq/L? You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.,7.7,-7.2,-7.56,-6.84,-7.2,Correct,ok,1,55.128,2026-02-05T22:19:29.449922+00:00,2026-02-05T22:20:24.577785+00:00,row833_calc65_notepmc-5885426-1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row833_calc65_notepmc-5885426-1.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row833_calc65_notepmc-5885426-1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row833_calc65_notepmc-5885426-1.attempt1.log
882,29,2,What is the patient's Pneumonia Severity Index (PSI)? You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.,65,75,75,75,75,Correct,ok,1,76.491,2026-02-05T22:20:24.585465+00:00,2026-02-05T22:21:41.076604+00:00,row882_calc29_note2,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row882_calc29_note2.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row882_calc29_note2.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row882_calc29_note2.attempt1.log
885,29,5,What is the patient's Pneumonia Severity Index (PSI)? You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.,84,94,94,94,94,Correct,ok,1,78.662,2026-02-05T22:21:41.078483+00:00,2026-02-05T22:22:59.740356+00:00,row885_calc29_note5,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row885_calc29_note5.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row885_calc29_note5.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row885_calc29_note5.attempt1.log
893,29,13,What is the patient's Pneumonia Severity Index (PSI)? You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.,129,159,159,159,159,Correct,ok,1,65.92,2026-02-05T22:22:59.741732+00:00,2026-02-05T22:24:05.661446+00:00,row893_calc29_note13,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row893_calc29_note13.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row893_calc29_note13.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row893_calc29_note13.attempt1.log
898,29,18,What is the patient's Pneumonia Severity Index (PSI)? You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.,105,135,135,135,135,Correct,ok,1,79.089,2026-02-05T22:24:05.665874+00:00,2026-02-05T22:25:24.755073+00:00,row898_calc29_note18,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row898_calc29_note18.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row898_calc29_note18.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row898_calc29_note18.attempt1.log
904,21,4,What is the patient's Glasgow Coma Score? You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.,10,9,9,9,10,Incorrect,ok,1,35.499,2026-02-05T22:25:24.756744+00:00,2026-02-05T22:26:00.255609+00:00,row904_calc21_note4,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row904_calc21_note4.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row904_calc21_note4.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row904_calc21_note4.attempt1.log
911,21,11,What is the patient's Glasgow Coma Score? You should use the patient's medical values and health status when they were first admitted to the hospital prior to any treatment.,7,8,8,8,8,Correct,ok,1,27.648,2026-02-05T22:26:00.256981+00:00,2026-02-05T22:26:27.905092+00:00,row911_calc21_note11,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row911_calc21_note11.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row911_calc21_note11.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row911_calc21_note11.attempt1.log
921,28,1,What is the patient's APACHE II score?,22,17,17,17,22,Incorrect,ok,1,106.075,2026-02-05T22:26:27.915084+00:00,2026-02-05T22:28:13.990331+00:00,row921_calc28_note1,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row921_calc28_note1.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row921_calc28_note1.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row921_calc28_note1.attempt1.log
924,28,4,What is the patient's APACHE II score?,12,7,7,7,12,Incorrect,ok,2,240.777,2026-02-05T22:28:13.994763+00:00,2026-02-05T22:32:14.771948+00:00,row924_calc28_note4,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row924_calc28_note4.attempt2.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row924_calc28_note4.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row924_calc28_note4.attempt2.log
925,28,5,What is the patient's APACHE II score?,15,10,10,10,18,Incorrect,ok,1,111.015,2026-02-05T22:32:14.773339+00:00,2026-02-05T22:34:05.788313+00:00,row925_calc28_note5,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row925_calc28_note5.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row925_calc28_note5.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row925_calc28_note5.attempt1.log
928,28,8,What is the patient's APACHE II score?,18,13,13,13,18,Incorrect,ok,1,70.282,2026-02-05T22:34:05.790654+00:00,2026-02-05T22:35:16.072273+00:00,row928_calc28_note8,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row928_calc28_note8.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row928_calc28_note8.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row928_calc28_note8.attempt1.log
929,28,9,What is the patient's APACHE II score?,12,14,14,14,14,Correct,ok,1,103.815,2026-02-05T22:35:16.074013+00:00,2026-02-05T22:36:59.888613+00:00,row929_calc28_note9,5.2 Thinking,encounter_cot_full_v2,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/outputs/row929_calc28_note9.attempt1.txt,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/parsed/row929_calc28_note9.json,REDACTED/gitrepos/MedicalScienceExperiments/evaluation/logs/oracle_runs/20260204_oracle_52thinking_v2_incorrect198/oracle_cli_logs/row929_calc28_note9.attempt1.log
